scientific_name,common_names,category,park_name,observations,conservation_status
Calamagrostis cinnoides,"Nuttall's Small-Reedgrass, Reed-Bent Grass",Vascular Plant,Yellowstone National Park,257,
Uvularia sessilifolia,"Sessile-Leaf Bellwort, Wild Oats",Vascular Plant,Yosemite National Park,144,
Scleranthus annuus,German Knotgrass,Vascular Plant,Yosemite National Park,165,
Rhamnus ilicifolia,Hollyleaf Redberry,Vascular Plant,Yosemite National Park,146,
Woodsia oregana,"Oregon Cliff Fern, Oregon Woodsia, Western Cliff Fern",Vascular Plant,Yosemite National Park,151,
Lepus townsendii,"White-Tailed Jack Rabbit, White-Tailed Jackrabbit",Mammal,Great Smoky Mountains National Park,80,
Plethodon jordani,"Appalachian Salamander, Jordan's Salamander",Amphibian,Bryce National Park,89,
Weissia controversa,Controverial Weissia Moss,Nonvascular Plant,Yosemite National Park,141,
Rhytidiadelphus triquetrus,Rough Goose Neck Moss,Nonvascular Plant,Yellowstone National Park,231,
Collomia linearis,"Narrowleaf Mountaintrumpet, Narrow-Leaf Mountain-Trumpet, Slenderleaf Collomia, Tiny Trumpet",Vascular Plant,Great Smoky Mountains National Park,74,
Papaver dubium,Blindeyes,Vascular Plant,Yellowstone National Park,243,
Erysimum capitatum,"Coast Wallflower, Sand Dune Wallflower, Western Wallflower",Vascular Plant,Great Smoky Mountains National Park,75,
Amaranthus californicus,"California Amaranth, California Pigweed",Vascular Plant,Bryce National Park,82,
Carex communis var. communis,Fibrousroot Sedge,Vascular Plant,Bryce National Park,105,
Eremocarpus setigerus,"Doveweed, Turkey Mullein",Vascular Plant,Yosemite National Park,138,
Sporobolus indicus var. indicus,Smut Grass,Vascular Plant,Yellowstone National Park,218,
Hemitremia flammea,Flame Chub,Fish,Yosemite National Park,149,Species of Concern
Urtica urens,"Burning Nettle, Dwarf Nettle",Vascular Plant,Yellowstone National Park,227,
Asplenium trichomanes ssp. trichomanes,Maidenhair Spleenwort,Vascular Plant,Yellowstone National Park,234,
Solidago arguta var. arguta,Atlantic Goldenrod,Vascular Plant,Yosemite National Park,123,
Carex vallicola,Valley Sedge,Vascular Plant,Yosemite National Park,148,
Dicentra pauciflora,Shorthorn Steer's-Head,Vascular Plant,Bryce National Park,75,
Carex laeviculmis,Smoothstem Sedge,Vascular Plant,Bryce National Park,107,
Mimosa microphylla,"Littleleaf Sensitive-Briar, Sensitive Brier",Vascular Plant,Great Smoky Mountains National Park,85,
Actaea rubra,"Red Baneberry, Western Baneberry",Vascular Plant,Great Smoky Mountains National Park,77,
Polytrichum appalachianum,Appalachian Polytrichum Moss,Nonvascular Plant,Yosemite National Park,154,
Polygonatum biflorum var. biflorum,"King Solomon's Seal, Smooth Solomon's Seal",Vascular Plant,Yosemite National Park,140,
Quiscalus mexicanus,Great-Tailed Grackle,Bird,Yellowstone National Park,297,
Carex rupestris,"Curly Sedge, Rock Sedge",Vascular Plant,Yellowstone National Park,275,
Consolida ajacis,Garden Larkspur,Vascular Plant,Yosemite National Park,91,
Solanum dulcamara,"Bitter Nightshade, Bittersweet Nightshade, Blue Nightshade, Climbing Nightshade, European Bittersweet, Fellenwort, Woody Nightshade",Vascular Plant,Yellowstone National Park,277,
Staphylea bolanderi,Sierra Bladdernut,Vascular Plant,Great Smoky Mountains National Park,73,
Montia fontana,"Annual Water Minerslettuce, Fountain Miner's Lettuce",Vascular Plant,Yosemite National Park,146,
Poa annua,"Annual Blue Grass, Annual Bluegrass",Vascular Plant,Yellowstone National Park,242,
Poa annua,"Annual Blue Grass, Annual Bluegrass, Walkgrass",Vascular Plant,Yellowstone National Park,242,
Euphorbia crenulata,"Chinese Caps, Chinesecaps",Vascular Plant,Yosemite National Park,161,
Commelina erecta,"Erect Dayflower, Slender Dayflower",Vascular Plant,Great Smoky Mountains National Park,62,
Sagittaria latifolia var. pubescens,Broad-Leaved Arrowhead,Vascular Plant,Yosemite National Park,117,
Setophaga discolor,Prairie Warbler,Bird,Yellowstone National Park,260,
Lupinus nanus,"Annual Lupine, Sky Lupine",Vascular Plant,Great Smoky Mountains National Park,24,
Poa palustris,"Fowl Blue Grass, Fowl Bluegrass",Vascular Plant,Yellowstone National Park,226,
Poa palustris,"Fowl Bluegrass, Marsh Bluegrass",Vascular Plant,Yellowstone National Park,226,
Vaccinium fuscatum,Black Highbush Blueberry,Vascular Plant,Yosemite National Park,123,
Salix humilis var. humilis,Prairie Willow,Vascular Plant,Yellowstone National Park,218,
Epilobium ciliatum ssp. ciliatum,"Coast Willowweed, Fringed Willowherb",Vascular Plant,Yellowstone National Park,238,
Epilobium ciliatum ssp. ciliatum,Willow-Herb,Vascular Plant,Yellowstone National Park,238,
Veronica biloba,"Bilobed Speedwell, Twolobe Speedwell, Twolobed Speedwell",Vascular Plant,Great Smoky Mountains National Park,73,
Astragalus cicer,"Chickpea Milkvetch, Cicer Milkvetch",Vascular Plant,Great Smoky Mountains National Park,87,
Viola orbiculata,Darkwoods Violet,Vascular Plant,Great Smoky Mountains National Park,93,
Carex squarrosa,"Round-Headed Sedge, Squarrose Sedge",Vascular Plant,Great Smoky Mountains National Park,64,
Salix geyeriana,Geyer's Willow,Vascular Plant,Yosemite National Park,158,
Sorex hoyi,"American Pygmy Shrew, Pygmy Shrew",Mammal,Yellowstone National Park,287,
Sorex hoyi,Pygmy Shrew,Mammal,Yellowstone National Park,287,
Neotoma floridana,Eastern Woodrat,Mammal,Yosemite National Park,117,
Dichanthelium linearifolium,Panic Grass,Vascular Plant,Yellowstone National Park,242,
Lunaria annua,Annual Honesty,Vascular Plant,Bryce National Park,82,
Lunaria annua,"Annual Honesty, Moneyplant",Vascular Plant,Bryce National Park,82,
Meleagris gallopavo,Wild Turkey,Bird,Bryce National Park,127,
Prunus serotina,"Black Cherry, Wild Black Cherry",Vascular Plant,Yosemite National Park,148,
Raphanus raphanistrum,Wild Radish,Vascular Plant,Bryce National Park,93,
Mimulus breweri,Brewer's Monkeyflower,Vascular Plant,Yosemite National Park,113,
Dendroica striata,Blackpoll Warbler,Bird,Bryce National Park,110,
Geothlypis tolmiei,Macgillivray's Warbler,Bird,Bryce National Park,67,
Hedwigia ciliata,Ciliate Hedwigia Moss,Nonvascular Plant,Yosemite National Park,138,
Thryomanes bewickii,Bewick's Wren,Bird,Bryce National Park,80,
Erigeron corymbosus,Longleaf Fleabane,Vascular Plant,Yosemite National Park,160,
Polygonum amphibium var. emersum,"Colored Smartweed, Devil's Shoestring, Longroot Smartweed, Swamp Smartweed, Tanweed",Vascular Plant,Great Smoky Mountains National Park,58,
Polygonum amphibium var. emersum,Knotweed,Vascular Plant,Great Smoky Mountains National Park,58,
Lysimachia lanceolata,"Lance-Leaf Loosestrife, Narrow-Leaved Loosestrife",Vascular Plant,Yosemite National Park,132,
Huperzia selago var. densa,Fir Clubmoss,Vascular Plant,Yosemite National Park,118,
Descurainia californica,"Sierra Tansymustard, Sierran Tansy Mustard, Sierran Tansymustard",Vascular Plant,Bryce National Park,107,
Phacelia hastata var. hastata,"Silverleaf Phacelia, Silver-Leaf Scorpion-Weed",Vascular Plant,Bryce National Park,134,
Dryopteris campyloptera,"Mountain Wood Fern, Mountain Wood-Fern",Vascular Plant,Great Smoky Mountains National Park,40,
Castilleja lacera,Cutleaf Indian Paintbrush,Vascular Plant,Yosemite National Park,180,
Chamaesyce nutans,Eyebane,Vascular Plant,Great Smoky Mountains National Park,60,
Chionanthus virginicus,"Fringe Tree, Fringe-Tree",Vascular Plant,Yosemite National Park,175,
Sisyrinchium angustifolium,"Blue-Eyed Grass, Pointed Blue-Eyed-Grass",Vascular Plant,Bryce National Park,117,
Lomatium dissectum var. multifidum,Carrotleaf Biscuitroot,Vascular Plant,Yellowstone National Park,244,
Calamagrostis rubescens,Pinegrass,Vascular Plant,Great Smoky Mountains National Park,71,
Gayophytum humile,"Dwarf Groundsmoke, Low Groundsmoke",Vascular Plant,Great Smoky Mountains National Park,101,
Saxifraga cespitosa,"Tufted Alpine Saxifrage, Tufted Saxifrage",Vascular Plant,Yellowstone National Park,226,
Ranunculus macounii,Macoun's Buttercup,Vascular Plant,Yosemite National Park,139,
Amphicarpaea bracteata,"American Hog-Peanut, Hog-Peanut",Vascular Plant,Great Smoky Mountains National Park,106,
Amelanchier arborea,"Downy Serviceberry, Hairy-Leaf Shadbush",Vascular Plant,Bryce National Park,87,
Carex integra,"Smoothbead Sedge, Smoothbeak Sedge",Vascular Plant,Yosemite National Park,134,
Datura stramonium,Jimson Weed,Vascular Plant,Yosemite National Park,127,
Ranunculus harveyi,Harvey's Buttercup,Vascular Plant,Great Smoky Mountains National Park,39,
Hieracium pilosella,"Mouseear, Mouse-Ear Hawkweed",Vascular Plant,Yellowstone National Park,244,
Huperzia selago var. selago,Fir Clubmoss,Vascular Plant,Yellowstone National Park,281,
Scirpus purshianus,"Bulrush, Weakstalk Bulrush",Vascular Plant,Yosemite National Park,140,
Phalacrocorax auritus,Double-Crested Cormorant,Bird,Yellowstone National Park,218,Species of Concern
Heracleum maximum,Common Cowparsnip,Vascular Plant,Yellowstone National Park,265,
Elymus trachycaulus var. trachycaulus,"Bearded Wheatgrass, Rye Grass, Slender Wheatgrass, Wheatgrass",Vascular Plant,Great Smoky Mountains National Park,77,
Phacelia vallicola,Mariposa Phacelia,Vascular Plant,Bryce National Park,113,
Macrocoma sullivantii,Sullivant's Macrocoma Moss,Nonvascular Plant,Yellowstone National Park,228,
Polygonum caespitosum var. longisetum,"Oriental Lady's Thumb, Oriental Ladysthumb",Vascular Plant,Bryce National Park,105,
Rhus glabra,Smooth Sumac,Vascular Plant,Great Smoky Mountains National Park,63,
Melothria pendula,"Creeping Cucumber, Melonette",Vascular Plant,Great Smoky Mountains National Park,54,
Botrychium oneidense,Blunt-Lobed Grape Fern,Vascular Plant,Yellowstone National Park,260,
Anelsonia eurycarpa,"Broad Pod Anelsonia, Daggerpod",Vascular Plant,Bryce National Park,113,
Carex sartwelliana,Yosemite Sedge,Vascular Plant,Great Smoky Mountains National Park,59,
Salix sericea,Silky Willow,Vascular Plant,Yellowstone National Park,263,
Astragalus alpinus,Alpine Milkvetch,Vascular Plant,Yellowstone National Park,252,
Pyrus,Pear,Vascular Plant,Great Smoky Mountains National Park,77,
Chaenactis glabriuscula var. glabriuscula,Yellow Pincushion,Vascular Plant,Yellowstone National Park,252,
Carex gravida var. lunelliana,Heavy Sedge,Vascular Plant,Bryce National Park,84,
Platylomella lescurii,Lescur's Platylomella Moss,Nonvascular Plant,Yosemite National Park,123,
Festuca arundinacea,"Alta Fescue, Coarse Fescue, Reed Fescue, Tall Fescue",Vascular Plant,Bryce National Park,98,
Lolium perenne,"Italian Ryegrass, Perennial Rye Grass, Perennial Ryegrass",Vascular Plant,Yosemite National Park,156,
Lolium perenne,Perennial Ryegrass,Vascular Plant,Yosemite National Park,156,
Lindernia dubia,"Moistbank Pimpernel, Shortstalk Lindernia, Yellowseed False Pimpernel, Yellow-Seed False Pimpernel",Vascular Plant,Yosemite National Park,151,
Lindernia dubia,"Moistbank Pimpernel, Yellow-Seed False-Pimpernel",Vascular Plant,Yosemite National Park,151,
Mnium thomsonii,Thomson's Calcareous Moss,Nonvascular Plant,Great Smoky Mountains National Park,94,
Fraxinus americana,White Ash,Vascular Plant,Bryce National Park,100,
Malva pusilla,Low Mallow,Vascular Plant,Bryce National Park,106,
Arabis laevigata,Smooth Rockcress,Vascular Plant,Great Smoky Mountains National Park,50,
Chordeiles minor,Common Nighthawk,Bird,Yellowstone National Park,273,
Carex albicans var. emmonsii,"Emmons Sedge, Sedge",Vascular Plant,Yellowstone National Park,259,
Bidens tripartita,"Stick-Tight, Three-Lobe Beggar-Ticks",Vascular Plant,Yosemite National Park,126,
Bidens tripartita,"Threelobe Beggarticks, Three-Lobe Beggarticks",Vascular Plant,Yosemite National Park,126,
Chasmanthium laxum,Slender Woodoats,Vascular Plant,Bryce National Park,100,
Marmota flaviventris,Yellow-Bellied Marmot,Mammal,Bryce National Park,81,
Gymnorhinus cyanocephalus,Pinyon Jay,Bird,Bryce National Park,108,Species of Concern
Gamochaeta purpurea,Purple Cudweed,Vascular Plant,Bryce National Park,71,
Salix brachycarpa,"Barrenground Willow, Shortfruit Willow",Vascular Plant,Bryce National Park,91,
Viola striata,"Pale Violet, Striped Violet",Vascular Plant,Yellowstone National Park,265,
Platystemon californicus,"California Creamcups, Creamcups",Vascular Plant,Yellowstone National Park,261,
Charadrius vociferus,Killdeer,Bird,Bryce National Park,84,
Blindia acuta,Acute Blindia Moss,Nonvascular Plant,Bryce National Park,87,
Platanthera psycodes,"Small Purple-Fringe Orchis, Small Purple-Fringed Orchid",Vascular Plant,Bryce National Park,111,
Ambystoma maculatum,Spotted Salamander,Amphibian,Great Smoky Mountains National Park,51,
Sorbus sitchensis var. grayi,Western Mountain-Ash,Vascular Plant,Bryce National Park,96,
Astragalus australis var. glabriusculus,Aboriginal Milkvetch,Vascular Plant,Great Smoky Mountains National Park,68,
Sisymbrium loeselii,"False London Rocket, Small Tumbleweed Mustard, Tall Hedgemustard, Tallhedge Mustard",Vascular Plant,Yellowstone National Park,227,
Kummerowia stipulacea,Korean Bush-Clover,Vascular Plant,Yellowstone National Park,237,
Bromus japonicus,"Japanese Brome, Japanese Bromegrass, Japanese Chess",Vascular Plant,Yosemite National Park,166,
Bromus japonicus,"Japanese Brome, Japanese Chess",Vascular Plant,Yosemite National Park,166,
Magnolia fraseri,Fraser Magnolia,Vascular Plant,Yellowstone National Park,227,
Carex normalis,"A Sedge, Sedge",Vascular Plant,Bryce National Park,101,
Phenacobius uranops,Stargazing Minnow,Fish,Great Smoky Mountains National Park,50,
Cuscuta californica var. breviflora,"California Dodder, Chaparral Dodder, Western Dodder",Vascular Plant,Great Smoky Mountains National Park,101,
Veronica wormskjoldii,American Alpine Speedwell,Vascular Plant,Yosemite National Park,158,
Potentilla glandulosa ssp. hansenii,Hansen's Cinquefoil,Vascular Plant,Yellowstone National Park,254,
Racomitrium microcarpon,Racomitrium Moss,Nonvascular Plant,Bryce National Park,89,
Limosella aquatica,"Awlleaf Mudwort, Awl-Leaf Mudwort, Northern Mudwort, Water Mudwort",Vascular Plant,Yosemite National Park,133,
Erimonax monachus,Spotfin Chub,Fish,Great Smoky Mountains National Park,18,Threatened
Ochotona princeps,"American Pika, Pika",Mammal,Yosemite National Park,175,
Ochotona princeps,Pika,Mammal,Yosemite National Park,175,
Petrochelidon pyrrhonota,"American Cliff Swallow, Cliff Swallow",Bird,Yellowstone National Park,266,
Petrochelidon pyrrhonota,Cliff Swallow,Bird,Yellowstone National Park,266,
Castilleja densiflora ssp. densiflora,Denseflower Indian Paintbrush,Vascular Plant,Yosemite National Park,171,
Triglochin maritima,"Arrow-Grass, Seaside Arrowgrass",Vascular Plant,Yellowstone National Park,231,
Astragalus canadensis var. brevidens,Shorttooth Canadian Milkvetch,Vascular Plant,Great Smoky Mountains National Park,90,
Carex preslii,Presl's Sedge,Vascular Plant,Yellowstone National Park,296,
Eleocharis parishii,"Parish Spikerush, Parish's Spikerush",Vascular Plant,Yellowstone National Park,271,
Cryptantha fendleri,"Fendler's Cryptantha, Sanddune Catseye, Sanddune Cryptantha",Vascular Plant,Great Smoky Mountains National Park,80,
Gentianopsis holopetala,"Sierra Fringed Gentian, Sierra Gentian",Vascular Plant,Great Smoky Mountains National Park,91,
Elaeagnus angustifolia,Russian Olive,Vascular Plant,Yosemite National Park,157,
Viburnum nudum var. cassinoides,"Northern Wild-Raisin, Wild Raisin",Vascular Plant,Yosemite National Park,119,
Scutellaria incana var. incana,Hoary Skullcap,Vascular Plant,Bryce National Park,90,
Frangula caroliniana,Carolina Buckthorn,Vascular Plant,Yosemite National Park,130,
Tetradymia spinosa,"Shortspine Horsebrush, Spiny Horsebrush",Vascular Plant,Yellowstone National Park,239,
Herzogiella striatella,Herzogiella Moss,Nonvascular Plant,Yellowstone National Park,246,
Lasiurus cinereus,Hoary Bat,Mammal,Great Smoky Mountains National Park,60,
Lasiurus cinereus,"Hoary Bat, Hoary Bat",Mammal,Great Smoky Mountains National Park,60,
Linanthus ciliatus,"Bristlyleaf Linanthus, Whiskerbrush",Vascular Plant,Bryce National Park,81,
Torreya californica,"California Nutmeg, California Torreya",Vascular Plant,Bryce National Park,91,
Blephilia hirsuta,"Hairy Woodmint, Woodmint",Vascular Plant,Yosemite National Park,185,
Tamias senex,"Allen's Chipmunk, Shadow Chipmunk",Mammal,Great Smoky Mountains National Park,99,
Oxytropis sericea var. speciosa,White Locoweed,Vascular Plant,Bryce National Park,126,
Ulota crispa,Ulota Moss,Nonvascular Plant,Yosemite National Park,149,
Larus canus,Mew Gull,Bird,Great Smoky Mountains National Park,68,
Hexastylis shuttleworthii,"Large-Flowered Heartleaf, Spotted Little Brown Jugs",Vascular Plant,Bryce National Park,92,
Lupinus covillei,Shaggy Lupine,Vascular Plant,Great Smoky Mountains National Park,82,
Carex complanata,Blue Sedge,Vascular Plant,Bryce National Park,91,
Viola orbiculata,Darkwoods Violet,Vascular Plant,Bryce National Park,99,
Itea virginica,"Sweet-Spire, Tasselwhite, Virginia Willow",Vascular Plant,Great Smoky Mountains National Park,99,
Nemophila breviflora,"Baby Blueeyes, Basin Nemophila, Great Basin Blue-Eyes",Vascular Plant,Great Smoky Mountains National Park,94,
Hypnum pallescens,Hypnum Moss,Nonvascular Plant,Yosemite National Park,171,
Lactuca canadensis,"Canada Lettuce, Wild Lettuce",Vascular Plant,Great Smoky Mountains National Park,71,
Rorippa palustris ssp. palustris,Bog Yellowcress,Vascular Plant,Yosemite National Park,128,
